"id","line_id","example","translation","created_at","updated_at"
1566,1566,"`Dogs can detect *odors*` that humans cannot notice.","`犬は`人間が気づくことのできない`*におい*を感知することができる`。","2023/9/9 7:15","2024/8/29 15:03"
1567,1567,"On Sundays he `does the *laundry*` and cleans his room.","日曜日には彼は`*洗濯*をし`、部屋を掃除する。","2023/9/9 7:15","2024/8/29 15:04"
1568,1568,"I cannot tell whether `the *tide* is going out` or coming in.","`*潮*が引いている`のか満ちているのか、私にはわからない。","2023/9/9 7:15","2024/8/29 15:05"
1569,1569,"If you have time, please `answer the *questionnaire*`.","お時間があるようでしたら、`*アンケート*に答えて`ください。","2023/9/9 7:15","2024/8/29 15:06"
1570,1570,"John should have known better than to `say such *nonsense*`.","ジョンは`そのような*馬鹿なこと*を言わ`ないだけの分別があるべきだった。","2023/9/9 7:15","2024/8/29 15:07"
1571,1571,"He was determined to `take *revenge* on his political enemies`.","彼は`彼の故郷の政敵に*復讐*する`決意を固めた。","2023/9/9 7:15","2024/8/29 15:08"
1572,1572,"He thinks that he is `a man of superior *intellect*`.","彼は自分が`優れた*知性*を持つ人間`だと思っている。","2023/9/9 7:15","2024/8/29 15:09"
1573,1573,"The Japanese hotel `shows great *hospitality* towards its guests`.","その日本のホテルは`客に対して素晴らしい*もてなし*をする`。","2023/9/9 7:15","2024/8/29 15:10"
1574,1574,"`The librarian *recommended* this book` as a reference on English grammar.","`その*司書*は`英文法に関する参考図書として`この本を薦めてくれた`。","2023/9/9 7:15","2024/8/29 15:13"
1575,1575,"`The writer’s *manuscript*` has been kept in the university library.","`その作家の*原稿*`は大学の図書館に保管されている。","2023/9/9 7:15","2024/8/29 15:14"
1576,1576,"She seemed to `have an *obsession* with losing weight`.","彼女は`痩せることに*取り憑かれている*`ように見えた。","2023/9/9 7:15","2024/8/29 15:16"
1577,1577,"`The hospital’s standard of *hygiene*` is high.","`その病院の*衛生*基準`は高い。","2023/9/9 7:15","2024/8/29 15:17"
1578,1578,"The professor `introduced a new *paradigm*` into linguistic studies.","その教授は言語学研究に`新たな*理論的枠組み*を取り入れた`。","2023/9/9 7:15","2024/8/29 15:18"
1579,1579,"He has three offshore companies for `*legitimate* tax avoidance` purposes.","彼は`*合法的な*租税回避`の目的で海外の会社を3つ持っている。","2023/9/9 7:15","2024/8/29 15:19"
1580,1580,"She was moved by `the *authentic* works by Picasso` at the museum.","彼女はその美術館で`ピカソの*本物の*作品`に感動した。","2023/9/9 7:15","2024/8/29 15:20"
1581,1581,"The teacher explained how to collect `*empirical* evidence`.","その教師は`*経験的*証拠`の集め方を説明した。","2023/9/9 7:15","2024/8/29 15:21"
1582,1582,"There are `*immense* varieties of chilies` in Mexico.","メキシコには`*膨大な*種類の唐辛子`がある。","2023/9/9 7:15","2024/8/29 15:22"
1583,1583,"Many people think that legalizing drug is `an *absurd* idea`.","多くの人は麻薬を合法化するのは`*馬鹿げた*考え`だと思っている。","2023/9/9 7:15","2024/8/29 15:46"
1584,1584,"I have been having `very *weird* dreams` these days.","私は最近よく`とても*奇妙な*夢`を見る。","2023/9/9 7:15","2024/8/29 15:47"
1585,1585,"`Their *accidental* meeting` led to a successful partnership.","`彼らの*偶然の*出会い`が素晴らしい協力関係につながった。","2023/9/9 7:15","2024/8/29 15:48"
1586,1586,"Young people tend to `feel *uneasy* about the future`.","若者は`将来に関して*不安な*気持ちになる`傾向がある。","2023/9/9 7:15","2024/8/29 15:49"
1587,1587,"His friend `was *jealous* of his cooking skills`.","彼の友人は`彼の料理の腕前に*嫉妬して*いた`。","2023/9/9 7:15","2024/8/29 15:50"
1588,1588,"She prefers to `dress in a *feminine* way`.","彼女は`*女性らしい*服装をする`ことを好む。","2023/9/9 7:15","2024/8/29 15:51"
1589,1589,"The rescue of victims requires `*swift* action`.","被害者の救出は`*素早い*行動`を必要とする。","2023/9/9 7:15","2024/8/29 15:52"
1590,1590,"As she had not eaten anything, `her stomach felt *hollow*`.","彼女は何も食べていなかったので、`胃が*空っぽの*感じがした`。","2023/9/9 7:15","2024/8/29 15:53"
1591,1591,"He read `a *crude* summary of the novel`.","彼は`その小説の*大まかな*要約`を読んだ。","2023/9/9 7:15","2024/8/29 15:54"
1592,1592,"I `have a *sore* throat` due to a cold.","私は風邪のせいで`喉が*痛い*`。","2023/9/9 7:15","2024/8/29 15:55"
1593,1593,"You should not `be *pessimistic* about your future`.","君は`将来について*悲観的に*なって`はいけない。","2023/9/9 7:15","2024/8/29 15:56"
1594,1594,"I `tried in *vain* to persuade him to get along` with his father.","私は、`彼を説得して父親と良い関係を築かせようとしたが*無駄だ*った`。","2023/9/9 7:15","2024/8/29 15:58"
1595,1595,"Most `food is *susceptible* to heat`, so it is wise to store it in a cool place.","大抵の食品は`熱の*影響を受けやすい*`ので、涼しい場所に保管するのが賢明である。","2023/9/9 7:15","2024/8/29 15:59"
1596,1596,"My grandfather is good at picking out `*edible* mushrooms` in the forest.","私の祖父は森で`*食用*キノコ`を選び出すことが得意である。","2023/9/9 7:15","2024/8/29 17:11"
1597,1597,"The girl appears to be `a *sheer* genius` in science.","その少女は科学分野における`*真の*天才`のようだ。","2023/9/9 7:15","2024/8/29 17:12"
1598,1598,"He always gives us `*explicit* instruction`.","彼はいつも私たちに`*明白な*指示`をくれる。","2023/9/9 7:15","2024/8/29 17:13"
1599,1599,"If you work without a break, you `become more *prone* to error`.","休憩を取らずに働いていると、`間違いをもっと犯し*やすく*`なる。","2023/9/9 7:15","2024/8/29 17:14"
1600,1600,"Advertises are targeting `society’s *affluent* groups`.","広告主たちは`社会の*富裕*層`をターゲットにしている。","2023/9/9 7:15","2024/8/29 17:15"
1601,1601,"`Researchers from many countries *collaborated*` to analyze the data.","`多くの国の研究者が*共同して*`そのデータを分析した。","2023/9/9 7:15","2024/8/30 16:10"
1602,1602,"The state government `*exerts* great influence on the possession of guns`.","州政府は`銃の所持に関して大きな影響を*及ぼす*`。","2023/9/9 7:15","2024/8/30 16:12"
1603,1603,"The country `*excels* at inventing electronic devices` and parts.","その国は`電子機器`や部品`を発明するのに*秀でている*`。","2023/9/9 7:15","2024/8/30 16:14"
1604,1604,"Jack `*prospered* in business` in his hometown.","ジャックは故郷で`事業に*成功した*`。","2023/9/9 7:15","2024/8/30 16:14"
1605,1605,"Visitors `*surged* through the gates to the entrance` of the museum.","来場者は`ゲートを通り抜け`博物館の`入り口に*殺到した*`。","2023/9/9 7:15","2024/8/30 16:16"
1606,1606,"The police do not usually `*intervene* in family disputes`.","警察は通常、`家庭争議に*介入し*`ない。","2023/9/9 7:15","2024/8/30 16:17"
1607,1607,"He `*inserted* an IC card into the ticket machine`.","彼は`券売機にICカードを*挿入した*`。","2023/9/9 7:15","2024/8/30 16:18"
1608,1608,"It is dangerous to `*overtake* a car on an inside lane`.","`内側車線で車を*追い抜く*`のは危険である。","2023/9/9 7:15","2024/8/30 16:19"
1609,1609,"She `*snapped* her fingers` while listening to music.","彼女は音楽を聴いている間、`指を*パチンと鳴らした*`。","2023/9/9 7:15","2024/8/30 16:20"
1610,1610,"He `*carved* the marble into the shape of a bird`.","彼は`大理石を*彫って*鳥の形にした`。","2023/9/9 7:15","2024/8/30 16:21"
1611,1611,"Many people `have become *addicted* to online games`.","多くの人が`オンラインゲームの*中毒になっている*`。","2023/9/9 7:15","2024/8/30 16:22"
1612,1612,"The press `*condemned* the movie producer for his immoralities`.","報道機関は`その映画制作者を不道徳な行為ゆえに*非難した*`。","2023/9/9 7:15","2024/8/30 16:24"
1613,1613,"There is not `enough evidence to *convict* him`.","`彼に*有罪を宣告する*に足る十分な証拠`がない。","2023/9/9 7:15","2024/8/30 16:25"
1614,1614,"He `*dictated* to his secretary` how to do her job.","彼は`自分の秘書に`仕事の仕方を`*指図した*`。","2023/9/9 7:15","2024/8/30 16:26"
1615,1615,"The doctor `*prescribed* some medicine` for my high blood pressure.","医師は私の高血圧の`薬を*処方した*`。","2023/9/9 7:15","2024/8/30 16:28"
1616,1616,"Seeing certain colors seems to `*inhibit* anger`.","ある色を見ると`怒りを*抑制する*`ように思える。","2023/9/9 7:15","2024/8/30 16:31"
1617,1617,"The cow `*strayed* from the rest of the herd`.","その牛は`群れの他の牛たちから*はぐれた*`。","2023/9/9 7:15","2024/8/30 16:32"
1618,1618,"He likes to `*roam* the streets for shopping` on his day off.","彼は休日に`買い物のために通りを*歩き回る*`のが好きである。","2023/9/9 7:15","2024/8/30 16:34"
1619,1619,"We `have *enclosed* a catalog` detailing our products.","当社の製品を詳述する`カタログを*同封しました*`。","2023/9/9 7:15","2024/8/30 16:35"
1620,1620,"My team plans and `*executes* the company’s strategy`.","私のチームは`会社の戦略を`立て`、*実行する*`。","2023/9/9 7:15","2024/8/30 16:36"
1621,1621,"`My mother’s birthday` sometimes `*coincides* with Mother’s Day`.","`私の母の誕生日は`時々`母の日と*同じ日になる*`。","2023/9/9 7:15","2024/8/30 16:37"
1622,1622,"We `*lag* far behind our competitors` in productivity.","我が社は生産性において`ライバル会社よりはるかに*遅れている*`。","2023/9/9 7:15","2024/8/30 16:38"
1623,1623,"`The boy was *clinging* to his mother` at the clinic.","`その男の子は`診療所で`母親に*しがみついて*いた`。","2023/9/9 7:15","2024/8/30 16:39"
1624,1624,"We sometimes wish we could `*erase* some of our memories`.","私たちは時々`自分の記憶にいくつかを*消す*`ことができればいいのにと思う。","2023/9/9 7:15","2024/8/30 16:40"
1625,1625,"Mr. Brown’s shop roasts and `*grinds* coffee` every day for his customers.","ブラウン氏の店は毎日客のために`コーヒー豆を`焙煎して*挽く*。","2023/9/9 7:15","2024/8/30 16:41"
1626,1626,"Mary `is *knitting* a sweater` for her baby.","メアリーは自分の赤ん坊のために`セーターを*編んで*いる`。","2023/9/9 7:15","2024/8/30 16:42"
1627,1627,"She `*inquired* the way to the police station`.","彼女は`交番への道を*尋ねた*`。","2023/9/9 7:15","2024/8/30 21:07"
1628,1628,"Our tone often `*betrays* our thoughts and feelings`.","私たちの口調は`私たちの考えや気持ちを*うっかり表す*`ことがよくある。","2023/9/9 7:15","2024/8/30 21:08"
1629,1629,"They did not know why `the secret information *leaked*` to outsiders.","彼らはなぜ部外者に`機密情報が*漏れた*`のかわからなかった。","2023/9/9 7:15","2024/8/30 21:09"
1630,1630,"Someone `*smashed* the window` of his car and stole the audio equipment.","誰かが彼の車の`窓を*粉砕し*`、オーディオ装置を盗んだ。","2023/9/9 7:15","2024/8/30 21:10"
1631,1631,"The three children `*bounced* up and down on the bed`.","3人の子供たちは`ベッドの上でぴょんぴょん*跳ねた*`。","2023/9/9 7:15","2024/8/30 21:11"
1632,1632,"As `towns and cities *sprawl*`, fields and forests shrink.","`町や市が*不規則に広がる*`につれ、野原や森は縮小する。","2023/9/9 7:15","2024/8/30 21:12"
1633,1633,"Anna can `*converse* with perfect strangers` about any topic.","アナはどんな話題についても`全く見知らぬ人と*会話する*`ことができる。","2023/9/9 7:15","2024/8/30 21:13"
1634,1634,"He can `*recite* famous lines from Shakespeare` from memory.","彼は記憶を頼りに`シェークスピアの有名なせりふを*暗誦する*`ことができる。","2023/9/9 7:15","2024/8/30 21:15"
1635,1635,"She `*disregarded* her doctor’s advice` and continued to eat sweets.","彼女は`医師の忠告を*無視し*`、甘いものを食べ続けた。","2023/9/9 7:15","2024/8/30 21:17"
1636,1636,"She `*frowned* at the noisy students` on the train.","彼女は電車の中で`騒がしい学生たちに*眉をひそめた*`。","2023/9/9 7:15","2024/8/30 21:20"
1637,1637,"The piece of music `*evoked* memories of his youth`.","その楽曲は`彼の若い頃の記憶を*呼び起こした*`。","2023/9/9 7:15","2024/8/30 21:21"
